family,engine,K,T,grads,rep,contract_ratio,contract_ratio_dbl,dbl_pass,theta_err,theta_err_norm,accept
gmm2,grid,8,5,True,2,0.18566519565502074,0.1854406949482253,True,0.011754708021114755,0.046647743839493175,0.875
gmm2,grid,8,5,False,3,0.3672324848482026,0.36683987682277347,True,0.021592307119040643,0.07329334012743667,0.875
gmm2,grid,8,5,True,3,0.3294290421686771,0.32917229376623863,True,0.01490570810493677,0.0567778718305342,0.875
gmm2,grid,8,5,False,4,0.202794928715465,0.20227573845398478,True,0.06394958873698502,0.05831655658381669,1.0
gmm2,grid,8,5,True,4,0.11118128705700106,0.11106074993530418,True,0.005386076883862767,0.01764950270924252,1.0
gmm2,grid,8,5,False,5,0.2048790134200817,0.20487077213975002,True,0.007056767319423826,0.019938811649967938,0.875
gmm2,grid,8,5,True,5,0.1637103408186285,0.16370985574167168,True,0.004222497809699078,0.01552019966439805,0.875
gmm2,grid,32,1,False,0,0.07891276667771738,0.07891276662502031,True,0.00014949154011206154,0.000504959595975374,1.0
gmm2,grid,32,1,True,0,0.06460722620710942,0.06460722616009712,True,0.000400564027183477,0.0015969147059896503,1.0
gmm2,grid,32,1,False,1,0.12387782182308796,0.12387782172191986,True,0.0008108700870510655,0.0029634945644877488,1.0
gmm2,grid,32,1,True,1,0.10313889582180898,0.10313889573339793,True,0.0007049050627382471,0.0028731344994031563,1.0
gmm2,grid,32,1,False,2,0.1372282764834012,0.13722827638422874,True,0.00082445816790068,0.0014212267082208076,0.969
gmm2,grid,32,1,True,2,0.06272541837673899,0.0627254183377066,True,0.00017428613046402538,0.0006530471794093906,0.969
gmm2,grid,32,1,False,3,0.019403522883775438,0.019370180321499623,True,0.0010131892291159264,0.001626164137949176,0.938
gmm2,grid,32,1,True,3,0.016278876643994456,0.016258029549818805,True,0.00038429418994074025,0.0010767684535165393,0.938
gmm2,grid,32,1,False,4,0.16391353244300896,0.1639121778594139,True,0.006300898341027578,0.017297975786000116,0.969
gmm2,grid,32,1,True,4,0.09685486615806502,0.09685486585617271,True,0.0009401043894804299,0.0030787666020955407,0.969
gmm2,grid,32,1,False,5,0.0704433301213665,0.07043007118449769,True,0.0017171524925389387,0.006816530873591823,1.0
gmm2,grid,32,1,True,5,0.0602115965597179,0.06020859849547287,True,0.0017897447622081714,0.0072666425353909506,1.0
gmm2,grid,32,2,False,0,0.07854180486393092,0.0785417677054523,True,0.0021160618551316302,0.005583950451750368,0.969
gmm2,grid,32,2,True,0,0.05382375747239816,0.05382375743165438,True,0.000898570029272386,0.003574985793337175,0.969
gmm2,grid,32,2,False,1,0.1431471314071303,0.14314712872025373,True,0.005016727523386307,0.009014532010277491,1.0
gmm2,grid,32,2,True,1,0.07754206902267699,0.0775420689450016,True,0.0009011422099074699,0.0034152298436976604,1.0
gmm2,grid,32,2,False,2,0.08077809405141517,0.08077809400490675,True,0.0009858901235806972,0.0031602475315070004,1.0
gmm2,grid,32,2,True,2,0.03656396387274878,0.03656396386204575,True,0.0002031973598744877,0.0008212253624448074,1.0
gmm2,grid,32,2,False,3,0.1478965183880653,0.14789651830823283,True,0.0005801653090879166,0.0022381409990658483,1.0
gmm2,grid,32,2,True,3,0.13544863820544398,0.13544863808059343,True,0.0005351891641803863,0.002151563256159219,1.0
gmm2,grid,32,2,False,4,0.2435186853983202,0.24297776863188375,True,0.028933083926978943,0.1008974237560646,0.969
gmm2,grid,32,2,True,4,0.20047783476601025,0.19996144521220968,True,0.02321909660470077,0.09475006446798007,0.969
gmm2,grid,32,2,False,5,0.16001607133576423,0.16001581077832092,True,0.008180253155984732,0.030698578661082946,0.969
